SID,hholds,totalpop,male,female,othergender,DivID,Division,DisID,District,Area
3622,20,71,38,33,0,26,Dhaka,2,Adabor   ,Minu Manager    
3623,19,81,37,44,0,26,Dhaka,2,Adabor   ,Nazim Uddin    
3624,5,18,12,6,0,26,Dhaka,2,Adabor   ,Hadis Manger    
3625,33,125,62,63,0,26,Dhaka,2,Adabor   ,Aslam Manager    
3626,10,40,17,23,0,26,Dhaka,2,Adabor   ,Tayub Alir Barir Manager  
3627,16,58,29,29,0,26,Dhaka,2,Adabor   ,Hanif Manager    
3628,12,29,14,14,1,26,Dhaka,2,Adabor   ,Khokan Manager    
3629,7,28,13,15,0,26,Dhaka,2,Adabor   ,Malek House    
3630,9,37,15,22,0,26,Dhaka,2,Adabor   ,Suruz & Habib Graze  
3631,10,44,26,18,0,26,Dhaka,2,Adabor   ,Khabir     
3632,15,58,40,18,0,26,Dhaka,2,Adabor   ,Abur Bari    
3633,14,53,28,25,0,26,Dhaka,2,Adabor   ,Alauddin     
3634,30,122,71,51,0,26,Dhaka,2,Adabor   ,Tayub Ali House   
3635,13,43,25,18,0,26,Dhaka,2,Adabor   ,Monziler     
3636,9,37,17,20,0,26,Dhaka,2,Adabor   ,Mohammad Ali    
3637,16,60,40,20,0,26,Dhaka,2,Adabor   ,Patwary/Siraj     
3638,23,94,45,49,0,26,Dhaka,2,Adabor   ,Azad     
3639,15,68,28,40,0,26,Dhaka,2,Adabor   ,Sadeak Ali    
3640,14,60,26,34,0,26,Dhaka,2,Adabor   ,Nijam Manager    
3641,13,51,30,21,0,26,Dhaka,2,Adabor   ,Forida Begum    
3642,9,31,17,14,0,26,Dhaka,2,Adabor   ,Habib Khalifa    
3643,18,59,27,32,0,26,Dhaka,2,Adabor   ,Mannaner Bari    
3644,44,170,75,95,0,26,Dhaka,2,Adabor   ,Hoque Saheb    
3645,16,64,28,36,0,26,Dhaka,2,Adabor   ,Adam Ali    
3646,19,67,30,36,1,26,Dhaka,2,Adabor   ,Zahir Manager    
3647,50,172,87,84,1,26,Dhaka,2,Adabor   ,Kadarer Mar Basti   
3648,41,193,117,76,0,26,Dhaka,2,Adabor   ,Salmaer Basti    
3649,10,45,27,18,0,26,Dhaka,2,Adabor   ,Suruj Mia/Delwar    
3650,12,49,25,24,0,26,Dhaka,2,Adabor   ,Fakir     
3651,6,23,8,15,0,26,Dhaka,2,Adabor   ,Rony     
3652,24,96,50,46,0,26,Dhaka,2,Adabor   ,Shahid Mia/Shapan    
3653,12,49,22,27,0,26,Dhaka,2,Adabor   ,Monsur     
3654,26,88,38,50,0,26,Dhaka,2,Adabor   ,Ranju Bangarir Bari   
3655,19,68,35,33,0,26,Dhaka,2,Adabor   ,Monsur     
3656,19,91,37,53,1,26,Dhaka,2,Adabor   ,Liton     
3657,7,27,17,10,0,26,Dhaka,2,Adabor   ,Faruque Manager    
3658,26,83,44,39,0,26,Dhaka,2,Adabor   ,Halim Manager    
3659,4,13,8,5,0,26,Dhaka,2,Adabor   ,Bakir Ali    
3660,8,31,15,16,0,26,Dhaka,2,Adabor   ,Zaher Ali    
3661,12,42,22,19,1,26,Dhaka,2,Adabor   ,Khalilur Rahman    
3662,20,74,36,38,0,26,Dhaka,2,Adabor   ,Jahir Manager    
3663,27,120,57,63,0,26,Dhaka,2,Adabor   ,Bakuler Bari    
3664,9,39,19,20,0,26,Dhaka,2,Adabor   ,Kashem Manager    
3665,9,43,23,20,0,26,Dhaka,2,Adabor   ,Moksed Manager    
3666,13,65,31,34,0,26,Dhaka,2,Adabor   ,Amirul Manager    
3667,15,50,25,25,0,26,Dhaka,2,Adabor   ,Nur Mohammad    
3668,8,40,17,23,0,26,Dhaka,2,Adabor   ,Ansarer Graze    
3669,6,18,11,7,0,26,Dhaka,2,Adabor   ,Jalal Manager    
3670,6,22,13,9,0,26,Dhaka,2,Adabor   ,Rahim Manager    
3671,14,68,45,23,0,26,Dhaka,2,Adabor   ,Bajlu Manager    
3672,7,32,18,14,0,26,Dhaka,2,Adabor   ,Sayful Manager    
3673,11,50,27,23,0,26,Dhaka,2,Adabor   ,Moksed Ali    
3674,7,31,15,16,0,26,Dhaka,2,Adabor   ,Murad     
3675,7,24,12,12,0,26,Dhaka,2,Adabor   ,Bulbul Manager    
3676,4,16,8,8,0,26,Dhaka,2,Adabor   ,Malek     
3677,16,65,31,34,0,26,Dhaka,2,Adabor   ,Yousuf Manager    
3678,8,32,17,15,0,26,Dhaka,2,Adabor   ,Helal     
3679,5,15,9,6,0,26,Dhaka,2,Adabor   ,Siraj Manager    
3680,6,24,11,13,0,26,Dhaka,2,Adabor   ,Saheb Ali    
3681,5,13,7,6,0,26,Dhaka,2,Adabor   ,Shafi     
3682,10,26,13,13,0,26,Dhaka,2,Adabor   ,Rubel Manager    
3683,11,31,17,14,0,26,Dhaka,2,Adabor   ,Siraj     
3684,21,68,30,38,0,26,Dhaka,2,Adabor   ,Mostafa Manager    
3685,12,36,18,18,0,26,Dhaka,2,Adabor   ,Sadek Mia    
3686,11,43,21,22,0,26,Dhaka,2,Adabor   ,Kawsar     
3687,13,51,23,28,0,26,Dhaka,2,Adabor   ,Faruque Manager    
3688,30,106,58,48,0,26,Dhaka,2,Adabor   ,Babul Manager    
3689,8,25,16,9,0,26,Dhaka,2,Adabor   ,Kalam Manager    
3690,13,48,28,20,0,26,Dhaka,2,Adabor   ,Rubel     
3691,42,151,80,71,0,26,Dhaka,2,Adabor   ,Salam Manager    
3692,83,383,190,193,0,26,Dhaka,2,Adabor   ,Khadem Basti    
3693,53,222,109,113,0,26,Dhaka,2,Adabor   ,Chunnu Manager    
3694,30,126,67,58,1,26,Dhaka,2,Adabor   ,Sanur Basti    
3695,4,18,10,8,0,26,Dhaka,2,Adabor   ,Khalek Shaheb    
3696,12,41,21,20,0,26,Dhaka,2,Adabor   ,Jamal     
3697,9,31,12,19,0,26,Dhaka,2,Adabor   ,Sazeda Khatun    
3698,6,24,15,9,0,26,Dhaka,2,Adabor   ,Sathi     
3699,10,39,17,20,2,26,Dhaka,2,Adabor   ,Sarwar     
3700,21,69,39,30,0,26,Dhaka,2,Adabor   ,Tayeb Ali    
3701,12,48,24,24,0,26,Dhaka,2,Adabor   ,Imam Hossain    
3702,7,23,12,11,0,26,Dhaka,2,Adabor   ,Hosneara     
3703,10,30,14,16,0,26,Dhaka,2,Adabor   ,Sufia Hossain    
3704,22,68,39,29,0,26,Dhaka,2,Adabor   ,Saydun Nahar    
3705,5,25,11,14,0,26,Dhaka,2,Adabor   ,Sumun Basti    
3706,7,29,13,16,0,26,Dhaka,2,Adabor   ,Shahin Ishrat    
3707,8,31,17,14,0,26,Dhaka,2,Adabor   ,Johur Begum    
3708,6,26,12,14,0,26,Dhaka,2,Adabor   ,Soharab Hossain    
3709,31,112,56,56,0,26,Dhaka,2,Adabor   ,Mintu Mia    
3710,7,33,18,15,0,26,Dhaka,2,Adabor   ,Abu Kalam    
3711,7,29,14,15,0,26,Dhaka,2,Adabor   ,Shajahan     
3712,20,53,24,29,0,26,Dhaka,2,Adabor   ,Rafiqul Islam    
3713,18,72,31,40,1,26,Dhaka,2,Adabor   ,Kamruzzaman     
3714,24,83,50,33,0,26,Dhaka,2,Adabor   ,Hannan Mandal    
3715,8,24,10,14,0,26,Dhaka,2,Adabor   ,Alamgir Sarkar    
3716,5,16,9,7,0,26,Dhaka,2,Adabor   ,Kulsum Manager    
3717,20,79,44,35,0,26,Dhaka,2,Adabor   ,Mohibur     
3718,8,29,17,12,0,26,Dhaka,2,Adabor   ,Babu Manager    
3719,13,48,27,21,0,26,Dhaka,2,Adabor   ,Atiqur Rahman    
3720,6,22,14,8,0,26,Dhaka,2,Adabor   ,Sabuj Manager    
3721,9,30,14,16,0,26,Dhaka,2,Adabor   ,Mohammad Ali    
3722,7,21,12,9,0,26,Dhaka,2,Adabor   ,Raja Mia    
3723,9,32,21,11,0,26,Dhaka,2,Adabor   ,Nasir Mia    
3724,15,60,30,30,0,26,Dhaka,2,Adabor   ,Mohammad Ali    
3725,5,12,6,6,0,26,Dhaka,2,Adabor   ,Kamal Mia    
3726,21,85,46,39,0,26,Dhaka,2,Adabor   ,Zasim Uddin    
3727,7,24,11,12,1,26,Dhaka,2,Adabor   ,Kamal     
3728,12,43,21,22,0,26,Dhaka,2,Adabor   ,Doly Begum    
3729,40,173,83,90,0,26,Dhaka,2,Adabor   ,Sukkur Ali Mia   
3730,35,113,56,57,0,26,Dhaka,2,Adabor   ,Tara Miah    
3731,7,27,14,13,0,26,Dhaka,2,Adabor   ,Aziz Manager    
3732,11,35,18,17,0,26,Dhaka,2,Adabor   ,Sattarer House    
3733,16,56,25,31,0,26,Dhaka,2,Adabor   ,Saheb Alir House   
3734,13,51,31,20,0,26,Dhaka,2,Adabor   ,Motinuddin Chowdhury    
3735,32,108,51,57,0,26,Dhaka,2,Adabor   ,Zahangir     
3736,14,59,35,24,0,26,Dhaka,2,Adabor   ,Mahabub     
3737,10,45,20,25,0,26,Dhaka,2,Adabor   ,Mosharef Manager    
3738,13,45,25,20,0,26,Dhaka,2,Adabor   ,Selim Miah    
3739,2,5,3,2,0,26,Dhaka,2,Adabor   ,Khurshida Apar House   
3740,8,28,14,14,0,26,Dhaka,2,Adabor   ,Akterer House    
3741,13,45,19,26,0,26,Dhaka,2,Adabor   ,Manager Sumon    
3742,17,63,25,38,0,26,Dhaka,2,Adabor   ,Azhar     
3743,17,66,38,28,0,26,Dhaka,2,Adabor   ,Khalek     
3744,17,53,28,25,0,26,Dhaka,2,Adabor   ,Mozib     
3745,23,77,42,35,0,26,Dhaka,2,Adabor   ,Sohor Ali    
3746,9,26,11,15,0,26,Dhaka,2,Adabor   ,Mafnik Mia    
3747,19,65,29,36,0,26,Dhaka,2,Adabor   ,Kahndaker     
3748,8,31,18,13,0,26,Dhaka,2,Adabor   ,Surjent     
3749,14,53,25,28,0,26,Dhaka,2,Adabor   ,Babul Manager    
3750,44,172,83,89,0,26,Dhaka,2,Adabor   ,Munnaf Ali    
3751,11,39,18,21,0,26,Dhaka,2,Adabor   ,Kashem     
3752,15,56,26,30,0,26,Dhaka,2,Adabor   ,Sariful     
3753,10,37,17,20,0,26,Dhaka,2,Adabor   ,Shahin Manager    
3754,19,70,33,37,0,26,Dhaka,2,Adabor   ,Yousuf     
3755,12,39,18,21,0,26,Dhaka,2,Adabor   ,Imran     
3756,6,20,8,12,0,26,Dhaka,2,Adabor   ,Shafi     
3757,11,37,20,17,0,26,Dhaka,2,Adabor   ,Purnata Nir    
3758,19,75,40,35,0,26,Dhaka,2,Adabor   ,Jamaet Ullah    
3759,14,52,27,25,0,26,Dhaka,2,Adabor   ,Suruj Mia    
3760,9,42,19,23,0,26,Dhaka,2,Adabor   ,Sowket     
3761,21,80,42,38,0,26,Dhaka,2,Adabor   ,Habibur Gerage    
3762,11,35,18,17,0,26,Dhaka,2,Adabor   ,Shilpi     
3763,27,93,44,48,1,26,Dhaka,2,Adabor   ,Shibli     
3764,29,108,58,49,1,26,Dhaka,2,Adabor   ,Shahjahan     
3765,12,49,25,24,0,26,Dhaka,2,Adabor   ,Abu Bakar    
3766,15,67,29,37,1,26,Dhaka,2,Adabor   ,Hoque Banu    
3767,17,63,29,33,1,26,Dhaka,2,Adabor   ,Alom Manager    
3768,14,58,27,31,0,26,Dhaka,2,Adabor   ,Siraj Miah    
3769,24,87,44,42,1,26,Dhaka,2,Adabor   ,Zohura Khatun    
3770,12,48,20,28,0,26,Dhaka,2,Adabor   ,Delwar     
3771,7,16,8,8,0,26,Dhaka,2,Adabor   ,Alamgir     
3772,15,41,22,19,0,26,Dhaka,2,Adabor   ,Ziaul House    
3773,14,43,19,24,0,26,Dhaka,2,Adabor   ,Anju Manager    
3774,15,42,22,20,0,26,Dhaka,2,Adabor   ,Razu Ahmmed    
3775,23,98,55,43,0,26,Dhaka,2,Adabor   ,Ramzan Manager    
3776,9,37,19,18,0,26,Dhaka,2,Adabor   ,Farid Manager    
3777,10,30,15,15,0,26,Dhaka,2,Adabor   ,Wahab Miah    
3778,10,39,20,18,1,26,Dhaka,2,Adabor   ,Shah Alam    
3779,11,32,16,16,0,26,Dhaka,2,Adabor   ,Firoz Miah    
3780,8,22,11,11,0,26,Dhaka,2,Adabor   ,Chaina Manager    
3781,8,22,12,10,0,26,Dhaka,2,Adabor   ,Mahbub Alam    
3782,16,58,29,29,0,26,Dhaka,2,Adabor   ,Batchu Manager    
3783,15,56,27,29,0,26,Dhaka,2,Adabor   ,Harun/Goger Bari    
3784,10,51,18,33,0,26,Dhaka,2,Adabor   ,Sayeda Akter    
3785,28,123,61,62,0,26,Dhaka,2,Adabor   ,Iqbal Kamal    
3786,26,98,48,50,0,26,Dhaka,2,Adabor   ,Nuru Hazi    
3787,11,53,23,30,0,26,Dhaka,2,Adabor   ,Shah Alom Manager   
3788,30,111,50,61,0,26,Dhaka,2,Adabor   ,Faruque     
3789,10,35,21,14,0,26,Dhaka,2,Adabor   ,Abul     
3790,12,44,22,22,0,26,Dhaka,2,Adabor   ,Lehaz Uddin    
3791,36,109,55,54,0,26,Dhaka,2,Adabor   ,Muza Hazi    
3792,9,35,24,11,0,26,Dhaka,2,Adabor   ,Shamsu Miah    
3793,10,43,20,23,0,26,Dhaka,2,Adabor   ,Mastarer House    
3794,5,14,6,8,0,26,Dhaka,2,Adabor   ,Manager Billal    
3795,24,76,40,36,0,26,Dhaka,2,Adabor   ,Sheikh Rafiqul Islam   
3796,16,48,25,23,0,26,Dhaka,2,Adabor   ,Younus Masterer Bari   
3797,17,64,28,36,0,26,Dhaka,2,Adabor   ,Madhob     
3798,10,37,17,20,0,26,Dhaka,2,Adabor   ,Bhoumik Dr.    
3799,20,57,27,30,0,26,Dhaka,2,Adabor   ,Azizul Manager    
3800,13,51,24,27,0,26,Dhaka,2,Adabor   ,Hoque     
3801,17,55,28,27,0,26,Dhaka,2,Adabor   ,Zalil Miah    
3802,13,41,20,21,0,26,Dhaka,2,Adabor   ,Khokan     
3803,14,41,22,19,0,26,Dhaka,2,Adabor   ,Shapan Manager    
3804,10,31,16,15,0,26,Dhaka,2,Adabor   ,Shamsul Hoque    
3805,15,44,21,23,0,26,Dhaka,2,Adabor   ,Abdul Haque    
3806,6,22,10,12,0,26,Dhaka,2,Adabor   ,Hazi     
3807,8,23,9,14,0,26,Dhaka,2,Adabor   ,Mollah     
3808,10,39,20,19,0,26,Dhaka,2,Adabor   ,Ayub Ali    
3809,10,33,20,13,0,26,Dhaka,2,Adabor   ,Safiq     
3810,7,20,7,13,0,26,Dhaka,2,Adabor   ,Mojiber Gerage    
3811,6,29,15,14,0,26,Dhaka,2,Adabor   ,Mojibor Mollah    
3812,24,95,49,46,0,26,Dhaka,2,Adabor   ,Hanif Manager    
3813,12,34,16,18,0,26,Dhaka,2,Adabor   ,Rana     
3814,22,88,49,38,1,26,Dhaka,2,Adabor   ,Ashraf     
3815,16,60,26,34,0,26,Dhaka,2,Adabor   ,Sattar     
3816,23,68,40,28,0,26,Dhaka,2,Adabor   ,Hazi Keramat Ali   
3817,31,108,53,54,1,26,Dhaka,2,Adabor   ,Hazi Sharif    
3818,13,52,32,20,0,26,Dhaka,2,Adabor   ,Bishur Graze    
3819,47,170,89,81,0,26,Dhaka,2,Adabor   ,Sattarer House    
3820,20,80,45,35,0,26,Dhaka,2,Adabor   ,Mohammad Ali    
3821,11,43,33,10,0,26,Dhaka,2,Adabor   ,Sattar Manager    
3822,21,78,35,43,0,26,Dhaka,2,Adabor   ,Gias Uddin Zoarder   
3823,13,63,34,29,0,26,Dhaka,2,Adabor   ,Sattar Manager    
3824,5,16,12,4,0,26,Dhaka,2,Adabor   ,Babur Graze    
3825,5,17,9,8,0,26,Dhaka,2,Adabor   ,Mizan Manager    
3826,10,43,24,19,0,26,Dhaka,2,Adabor   ,Mokles Hazi    
3827,10,47,22,25,0,26,Dhaka,2,Adabor   ,Nayon Farm    
3828,5,17,8,9,0,26,Dhaka,2,Adabor   ,Jamal House    
3829,9,38,20,18,0,26,Dhaka,2,Adabor   ,Nezam Manezar    
3830,13,56,30,26,0,26,Dhaka,2,Adabor   ,Bablur Bari    
3831,3,16,7,9,0,26,Dhaka,2,Adabor   ,Majid Sarkar    
3832,27,110,55,55,0,26,Dhaka,2,Adabor   ,Saiful Meneger    
3833,5,16,5,11,0,26,Dhaka,2,Adabor   ,Emdajuul Garage    
3834,10,31,18,13,0,26,Dhaka,2,Adabor   ,Islam Grage    
3835,20,61,33,28,0,26,Dhaka,2,Adabor   ,Islam Grage Side   
3836,21,75,37,38,0,26,Dhaka,2,Adabor   ,Kasem Basti    
3837,26,100,55,45,0,26,Dhaka,2,Adabor   ,Muja Hazi    
3838,7,20,10,10,0,26,Dhaka,2,Adabor   ,Mirza Jalil    
3839,11,34,18,16,0,26,Dhaka,2,Adabor   ,Manager Khokon    
3840,23,84,46,38,0,26,Dhaka,2,Adabor   ,Bablu Menager    
3841,12,54,29,25,0,26,Dhaka,2,Adabor   ,Suruj     
3842,6,17,7,10,0,26,Dhaka,2,Adabor   ,Joardar Basti    
3843,22,77,35,42,0,26,Dhaka,2,Adabor   ,Abdur Rashid Manager   
3844,27,95,54,41,0,26,Dhaka,2,Adabor   ,Mejanur Rahman    
3845,5,23,12,11,0,26,Dhaka,2,Adabor   ,Muza     
3846,8,25,12,12,1,26,Dhaka,2,Adabor   ,Harun     
3847,10,27,12,15,0,26,Dhaka,2,Adabor   ,Manager Nurjahan    
3848,25,86,40,46,0,26,Dhaka,2,Adabor   ,Bablur Bari    
3849,12,40,19,21,0,26,Dhaka,2,Adabor   ,Hazi Mojibur Rahman   
3850,10,34,17,17,0,26,Dhaka,2,Adabor   ,Rowsan House    
3851,22,108,51,57,0,26,Dhaka,2,Adabor   ,Muslima Begum    
3852,22,86,48,38,0,26,Dhaka,2,Adabor   ,Habuler Bari    
3853,36,121,57,64,0,26,Dhaka,2,Adabor   ,Shamsu Menejar    
3854,11,30,18,12,0,26,Dhaka,2,Adabor   ,Sahidullah House    
3855,6,15,8,7,0,26,Dhaka,2,Adabor   ,Jalil Meneger    
3856,11,37,16,21,0,26,Dhaka,2,Adabor   ,Maneger Mojid    
3857,13,51,22,29,0,26,Dhaka,2,Adabor   ,Anisur Rahman    
3858,33,143,66,77,0,26,Dhaka,2,Adabor   ,Semar Ma Menezar   
3859,17,64,26,37,1,26,Dhaka,2,Adabor   ,Maneger A. Khalek   
3860,3,11,4,7,0,26,Dhaka,2,Adabor   ,Anowar Hossain    
3861,10,35,19,16,0,26,Dhaka,2,Adabor   ,Tofael     
3862,11,34,16,18,0,26,Dhaka,2,Adabor   ,Sumi Maneger    
3863,7,36,21,15,0,26,Dhaka,2,Adabor   ,Mainuddin     
3864,42,160,73,86,1,26,Dhaka,2,Adabor   ,Mannan House    
3865,24,85,42,43,0,26,Dhaka,2,Adabor   ,Shah Alam    
3866,29,112,55,57,0,26,Dhaka,2,Adabor   ,Kasem House    
3867,11,44,27,17,0,26,Dhaka,2,Adabor   ,Abdul Hamid    
3868,77,295,153,142,0,26,Dhaka,2,Adabor   ,Absar Uddin Afsu   
3869,18,71,42,29,0,26,Dhaka,2,Adabor   ,Ashrafuddin     
3870,12,36,18,17,1,26,Dhaka,2,Adabor   ,Sagor     
3871,13,42,19,23,0,26,Dhaka,2,Adabor   ,Md. Alam    
3872,14,59,29,30,0,26,Dhaka,2,Adabor   ,Jater Basti    
3873,18,77,43,34,0,26,Dhaka,2,Adabor   ,Raju Manager    
3874,33,112,60,52,0,26,Dhaka,2,Adabor   ,Ali Basti    
3875,11,42,23,19,0,26,Dhaka,2,Adabor   ,Kowsar Mollah Basti   
3876,16,74,37,37,0,26,Dhaka,2,Adabor   ,Liton House    
3877,67,249,128,121,0,26,Dhaka,2,Adabor   ,Salam Menezar    
3878,6,21,11,10,0,26,Dhaka,2,Adabor   ,Muza     
3879,7,20,10,10,0,26,Dhaka,2,Adabor   ,Md. Shah Alom   
3880,10,31,16,15,0,26,Dhaka,2,Adabor   ,Mojammeler Ghor    
3881,4,17,6,11,0,26,Dhaka,2,Adabor   ,Yeahia     
3882,11,51,28,23,0,26,Dhaka,2,Adabor   ,Daktarer Bari    
3883,20,55,21,34,0,26,Dhaka,2,Adabor   ,Khalpar Basti    
3884,18,70,31,39,0,26,Dhaka,2,Adabor   ,Rozina Afrin    
3885,19,73,39,34,0,26,Dhaka,2,Adabor   ,Ali     
3886,8,24,11,10,3,26,Dhaka,2,Adabor   ,Haque Manager    
3887,12,53,31,22,0,26,Dhaka,2,Adabor   ,Ali Manager    
3888,12,44,21,23,0,26,Dhaka,2,Adabor   ,Ruhul Amin    
3889,16,45,26,19,0,26,Dhaka,2,Adabor   ,Mozammel Hazi    
3890,70,318,158,159,1,26,Dhaka,2,Adabor   ,Dr. Bari    
3891,9,39,24,15,0,26,Dhaka,2,Adabor   ,Eng. Shahidulla    
3892,10,43,27,16,0,26,Dhaka,2,Adabor   ,Anwar Amim Osman   
3893,20,77,43,34,0,26,Dhaka,2,Adabor   ,Zahangir     
3894,13,60,29,31,0,26,Dhaka,2,Adabor   ,Shamsu Manager    
3895,6,18,7,11,0,26,Dhaka,2,Adabor   ,Neta Siddik    
3896,22,80,44,36,0,26,Dhaka,2,Adabor   ,Zelhaz/Amir     
3897,10,39,18,21,0,26,Dhaka,2,Adabor   ,Manik Garase    
3898,6,20,11,9,0,26,Dhaka,2,Adabor   ,Manik Grase    
3899,12,35,20,15,0,26,Dhaka,2,Adabor   ,Nazrul Garase    
3900,21,86,37,49,0,26,Dhaka,2,Adabor   ,Shalim     
3901,6,19,8,11,0,26,Dhaka,2,Adabor   ,Mosharaf     
3902,12,50,25,25,0,26,Dhaka,2,Adabor   ,Yakub Manager    
3903,10,28,16,12,0,26,Dhaka,2,Adabor   ,Shohrab Manager    
3904,8,22,11,11,0,26,Dhaka,2,Adabor   ,Shalim Hazi    
3905,15,65,34,31,0,26,Dhaka,2,Adabor   ,Razzak Manager    
3906,17,60,32,28,0,26,Dhaka,2,Adabor   ,Anwar     
3907,17,52,15,37,0,26,Dhaka,2,Adabor   ,Manager Mozibur Rahman   
3908,10,29,16,13,0,26,Dhaka,2,Adabor   ,Didar/Zahangir     
3909,10,44,15,29,0,26,Dhaka,2,Adabor   ,Robin     
3910,11,46,23,22,1,26,Dhaka,2,Adabor   ,Rob Shaheb    
3911,48,168,92,76,0,26,Dhaka,2,Adabor   ,28 No. Pond   
3912,12,43,26,17,0,26,Dhaka,2,Adabor   ,Alam Manager    
3913,16,55,21,34,0,26,Dhaka,2,Adabor   ,Giash Uddin    
3914,8,31,12,19,0,26,Dhaka,2,Adabor   ,Meher Ali    
3915,8,34,12,22,0,26,Dhaka,2,Adabor   ,Masud Rana    
3916,9,33,17,16,0,26,Dhaka,2,Adabor   ,Faruk     
3917,28,106,52,54,0,26,Dhaka,2,Adabor   ,Abdur Rab    
3918,8,28,17,11,0,26,Dhaka,2,Adabor   ,Abul Manager    
3919,13,44,25,19,0,26,Dhaka,2,Adabor   ,A. Rashid/Dr. Kamal   
3920,12,49,41,8,0,26,Dhaka,2,Adabor   ,Babul Shaheb    
3921,16,47,21,26,0,26,Dhaka,2,Adabor   ,Sayful Manager    
3922,9,28,15,13,0,26,Dhaka,2,Adabor   ,712/19/88/A(Nuru)     
3923,24,97,52,45,0,26,Dhaka,2,Adabor   ,Shahjahan     
3924,7,23,12,11,0,26,Dhaka,2,Adabor   ,Chairman Bari    
3925,8,22,10,12,0,26,Dhaka,2,Adabor   ,Shahjahan Iqbal    
3926,23,80,38,42,0,26,Dhaka,2,Adabor   ,Rofiz Uddin    
3927,15,50,24,26,0,26,Dhaka,2,Adabor   ,Hashmat Manager    
3928,21,70,35,35,0,26,Dhaka,2,Adabor   ,Razib Rahman    
3929,20,61,34,27,0,26,Dhaka,2,Adabor   ,Moza Hazi    
3930,31,105,54,51,0,26,Dhaka,2,Adabor   ,A. Kuddus    
3931,22,70,39,31,0,26,Dhaka,2,Adabor   ,Moza Hazi    
3932,3,13,8,5,0,26,Dhaka,2,Adabor   ,Manager Younus    
3933,20,85,42,43,0,26,Dhaka,2,Adabor   ,Ansar Camp    
3934,66,223,122,101,0,26,Dhaka,2,Adabor   ,Mozammel Hazi    
3935,6,17,7,10,0,26,Dhaka,2,Adabor   ,Rowshan Sultana    
3936,11,39,24,15,0,26,Dhaka,2,Adabor   ,A. Kuddus    
3937,4,12,5,7,0,26,Dhaka,2,Adabor   ,Akbar     
3938,6,24,15,9,0,26,Dhaka,2,Adabor   ,Ikbal     
3939,10,42,20,22,0,26,Dhaka,2,Adabor   ,Saydul Islam    
3940,77,248,124,124,0,26,Dhaka,2,Adabor   ,Dr. Shafikul    
3941,14,45,19,26,0,26,Dhaka,2,Adabor   ,Khandani Plot Amin Manager  
3942,10,36,15,21,0,26,Dhaka,2,Adabor   ,Monsur Manager    
3943,10,27,14,13,0,26,Dhaka,2,Adabor   ,Sahidul     
3944,12,37,18,19,0,26,Dhaka,2,Adabor   ,Tarsirar     
3945,15,47,25,22,0,26,Dhaka,2,Adabor   ,A. Kader    
3946,12,43,21,22,0,26,Dhaka,2,Adabor   ,Madbarer     
3947,13,57,26,31,0,26,Dhaka,2,Adabor   ,Zadu Miah    
3948,51,212,112,99,1,26,Dhaka,2,Adabor   ,Bashar     
3949,15,44,26,18,0,26,Dhaka,2,Adabor   ,Mannan Manager    
3950,14,56,28,28,0,26,Dhaka,2,Adabor   ,Alam     
3951,11,37,20,17,0,26,Dhaka,2,Adabor   ,Yad Ali    
3952,8,34,18,16,0,26,Dhaka,2,Adabor   ,Nurul Hoque House   
3953,20,76,36,40,0,26,Dhaka,2,Adabor   ,Salina Akter    
3954,17,54,25,29,0,26,Dhaka,2,Adabor   ,Zahangir     
3955,14,47,21,26,0,26,Dhaka,2,Adabor   ,Motiur Rahman    
3956,14,38,20,18,0,26,Dhaka,2,Adabor   ,Mokles     
3957,12,46,23,23,0,26,Dhaka,2,Adabor   ,Parviner House    
3958,26,92,48,44,0,26,Dhaka,2,Adabor   ,Zahid Hossain House   
3959,13,42,20,22,0,26,Dhaka,2,Adabor   ,Limon     
3960,17,70,27,43,0,26,Dhaka,2,Adabor   ,Yeakub Mistree House   
3961,12,44,24,20,0,26,Dhaka,2,Adabor   ,Harun Manager House   
3962,12,46,22,24,0,26,Dhaka,2,Adabor   ,Monirer House    
3963,6,21,13,8,0,26,Dhaka,2,Adabor   ,Hafez     
3964,21,89,38,51,0,26,Dhaka,2,Adabor   ,Barek Manager    
3965,17,52,27,25,0,26,Dhaka,2,Adabor   ,Aowlad     
3966,6,23,10,13,0,26,Dhaka,2,Adabor   ,Jalil Miah House   
3967,12,38,18,20,0,26,Dhaka,2,Adabor   ,Hizbul House    
3968,9,37,26,11,0,26,Dhaka,2,Adabor   ,Sonai Miah Garaze   
3969,13,49,21,28,0,26,Dhaka,2,Adabor   ,Zakirer     
3970,15,52,27,25,0,26,Dhaka,2,Adabor   ,Hasem House    
3971,9,30,13,17,0,26,Dhaka,2,Adabor   ,Jamal House/Rashida    
3972,25,88,52,36,0,26,Dhaka,2,Adabor   ,Babul Miah House   
3973,16,53,25,28,0,26,Dhaka,2,Adabor   ,Akkas Dewan    
3974,17,71,31,40,0,26,Dhaka,2,Adabor   ,Nannu Manager    
3975,3,13,9,4,0,26,Dhaka,2,Adabor   ,Zahangir House    
3976,7,22,11,11,0,26,Dhaka,2,Adabor   ,Zafarer Mar    
3977,17,62,32,30,0,26,Dhaka,2,Adabor   ,Nazrul Manager    
3978,5,15,9,6,0,26,Dhaka,2,Adabor   ,Chinir Maa    
3979,22,91,46,45,0,26,Dhaka,2,Adabor   ,Shadin/Idris     
