SID,hholds,totalpop,male,female,othergender,DivID,Division,DisID,District,Area
316,86,432,191,241,0,15,Chittagong,6,Bayejid Bostami  ,Akbar Shah Colony   
317,285,1346,668,678,0,15,Chittagong,6,Bayejid Bostami  ,Sekandar Colony    
318,275,1231,641,590,0,15,Chittagong,6,Bayejid Bostami  ,Thanda Chhari Sinnamul Colony  
319,83,392,201,191,0,15,Chittagong,6,Bayejid Bostami  ,Sadur Pahar Colony   
320,188,899,438,461,0,15,Chittagong,6,Bayejid Bostami  ,Hatiya Colony    
321,360,1787,887,899,1,15,Chittagong,6,Bayejid Bostami  ,Swandip Colony    
322,100,509,263,246,0,15,Chittagong,6,Bayejid Bostami  ,Amtali Colony    
323,80,363,192,171,0,15,Chittagong,6,Bayejid Bostami  ,Billachhori Colony    
324,440,1821,900,921,0,15,Chittagong,6,Bayejid Bostami  ,Shah Amanat /Barisal Colony  
325,259,1075,525,549,1,15,Chittagong,6,Bayejid Bostami  ,Bethua/Tea Bagan Colony   
326,297,1280,642,633,5,15,Chittagong,6,Bayejid Bostami  ,3No Bazar Both Side)Areya  
327,166,720,350,368,2,15,Chittagong,6,Bayejid Bostami  ,Amratali Basti    
328,81,317,155,162,0,15,Chittagong,6,Bayejid Bostami  ,Alir Darga Basti   
329,51,214,109,105,0,15,Chittagong,6,Bayejid Bostami  ,Ali & Mahiuddin Colony  
330,49,173,78,95,0,15,Chittagong,6,Bayejid Bostami  ,Khairati Basti    
331,16,64,34,30,0,15,Chittagong,6,Bayejid Bostami  ,Samitee Colony    
332,17,62,31,30,1,15,Chittagong,6,Bayejid Bostami  ,Babul Miah    
333,20,69,29,40,0,15,Chittagong,6,Bayejid Bostami  ,Safi Miah Basti   
334,7,15,5,10,0,15,Chittagong,6,Bayejid Bostami  ,Golam Rasul    
335,7,30,11,19,0,15,Chittagong,6,Bayejid Bostami  ,Zahangir     
336,4,13,8,5,0,15,Chittagong,6,Bayejid Bostami  ,Delowar     
337,15,60,28,32,0,15,Chittagong,6,Bayejid Bostami  ,Bachho Miah    
338,13,42,15,27,0,15,Chittagong,6,Bayejid Bostami  ,Md. Yousuf    
339,10,28,14,14,0,15,Chittagong,6,Bayejid Bostami  ,Siraj Miah    
340,10,30,15,15,0,15,Chittagong,6,Bayejid Bostami  ,Bhola Mia    
341,7,25,9,16,0,15,Chittagong,6,Bayejid Bostami  ,Akhtar Hossain    
342,28,94,42,52,0,15,Chittagong,6,Bayejid Bostami  ,Nasiruddin     
343,20,60,29,31,0,15,Chittagong,6,Bayejid Bostami  ,Zafar Sawdagar    
344,10,37,19,18,0,15,Chittagong,6,Bayejid Bostami  ,Rafiqul Islam    
345,11,31,16,15,0,15,Chittagong,6,Bayejid Bostami  ,Nur Miah Sawdagar   
346,10,34,15,19,0,15,Chittagong,6,Bayejid Bostami  ,Nur Khalak    
347,10,38,17,21,0,15,Chittagong,6,Bayejid Bostami  ,Golam Rasul    
348,10,29,12,17,0,15,Chittagong,6,Bayejid Bostami  ,Mofazzal Maula    
349,10,22,12,10,0,15,Chittagong,6,Bayejid Bostami  ,Monir Ahmmed    
350,80,216,129,87,0,15,Chittagong,6,Bayejid Bostami  ,Amanat Colony    
351,42,86,45,40,1,15,Chittagong,6,Bayejid Bostami  ,Shah Alam    
352,10,26,7,19,0,15,Chittagong,6,Bayejid Bostami  ,Kawsar Ahammad    
353,20,52,24,28,0,15,Chittagong,6,Bayejid Bostami  ,Balal Ahammad    
354,10,37,26,11,0,15,Chittagong,6,Bayejid Bostami  ,Rifat     
355,10,33,17,16,0,15,Chittagong,6,Bayejid Bostami  ,Ismail     
356,18,50,28,22,0,15,Chittagong,6,Bayejid Bostami  ,Zakir Sawdagar    
357,9,26,12,14,0,15,Chittagong,6,Bayejid Bostami  ,Sahida Begum    
358,8,23,13,10,0,15,Chittagong,6,Bayejid Bostami  ,Milon Rani Dey   
359,9,20,10,10,0,15,Chittagong,6,Bayejid Bostami  ,Md. Amzad Hossain   
360,10,29,16,13,0,15,Chittagong,6,Bayejid Bostami  ,Md. Nurul Haque   
361,16,34,20,14,0,15,Chittagong,6,Bayejid Bostami  ,Nurul Huda    
362,10,23,15,8,0,15,Chittagong,6,Bayejid Bostami  ,Ripon Yousuf    
363,10,23,12,11,0,15,Chittagong,6,Bayejid Bostami  ,Sabuz Mia    
364,10,28,17,11,0,15,Chittagong,6,Bayejid Bostami  ,Khorshid     
365,10,21,15,6,0,15,Chittagong,6,Bayejid Bostami  ,Rehana/Kuddus/Lakit     
366,10,35,16,19,0,15,Chittagong,6,Bayejid Bostami  ,Mamun     
367,10,26,13,13,0,15,Chittagong,6,Bayejid Bostami  ,Abu Sawdagar    
368,9,22,9,13,0,15,Chittagong,6,Bayejid Bostami  ,Abdul Hye    
369,10,23,9,14,0,15,Chittagong,6,Bayejid Bostami  ,Abul Hasem    
370,10,19,5,14,0,15,Chittagong,6,Bayejid Bostami  ,Faisal Nur    
371,10,18,15,3,0,15,Chittagong,6,Bayejid Bostami  ,Abul Malak    
372,10,24,11,13,0,15,Chittagong,6,Bayejid Bostami  ,Shamsul     
373,10,24,10,14,0,15,Chittagong,6,Bayejid Bostami  ,Saiful     
374,10,26,9,17,0,15,Chittagong,6,Bayejid Bostami  ,Biplob Miah    
375,10,19,6,13,0,15,Chittagong,6,Bayejid Bostami  ,Nurul Islam    
376,10,25,11,14,0,15,Chittagong,6,Bayejid Bostami  ,Alhajj Khairat Miah   
377,10,27,13,14,0,15,Chittagong,6,Bayejid Bostami  ,Hazi Ahammad    
378,10,33,21,12,0,15,Chittagong,6,Bayejid Bostami  ,Zohura Begum    
379,10,39,16,23,0,15,Chittagong,6,Bayejid Bostami  ,Didarul Alam    
380,10,34,21,13,0,15,Chittagong,6,Bayejid Bostami  ,Abdul Wadud Colony   
381,10,40,21,19,0,15,Chittagong,6,Bayejid Bostami  ,Abdul Khalak    
382,10,32,15,17,0,15,Chittagong,6,Bayejid Bostami  ,Milon Commissioner    
383,10,31,14,17,0,15,Chittagong,6,Bayejid Bostami  ,Ebrahim     
384,8,30,16,14,0,15,Chittagong,6,Bayejid Bostami  ,Zia Colony    
385,10,30,14,16,0,15,Chittagong,6,Bayejid Bostami  ,Taher Contractor    
386,10,37,13,24,0,15,Chittagong,6,Bayejid Bostami  ,Hiron Miah    
387,41,133,56,77,0,15,Chittagong,6,Bayejid Bostami  ,Ismail/Razan/Robi     
388,10,26,13,13,0,15,Chittagong,6,Bayejid Bostami  ,Ikbal Sarowar    
389,9,27,14,13,0,15,Chittagong,6,Bayejid Bostami  ,Milon Mahadi    
390,29,76,41,35,0,15,Chittagong,6,Bayejid Bostami  ,Nurul Islam    
391,1,3,2,1,0,15,Chittagong,6,Bayejid Bostami  ,Sali Begum    
392,5,16,8,8,0,15,Chittagong,6,Bayejid Bostami  ,Sahabuddin     
393,5,11,5,6,0,15,Chittagong,6,Bayejid Bostami  ,Rahim Mia    
394,8,21,11,10,0,15,Chittagong,6,Bayejid Bostami  ,Karim Mia    
395,5,15,6,9,0,15,Chittagong,6,Bayejid Bostami  ,Golam Mostafa    
396,8,20,9,11,0,15,Chittagong,6,Bayejid Bostami  ,Anayet Miah    
397,9,27,8,19,0,15,Chittagong,6,Bayejid Bostami  ,Razu Miah    
398,9,22,11,11,0,15,Chittagong,6,Bayejid Bostami  ,Rokeya Begum    
399,10,33,14,19,0,15,Chittagong,6,Bayejid Bostami  ,Jashim Uddin    
400,51,202,106,96,0,15,Chittagong,6,Bayejid Bostami  ,Hazi Karim    
401,10,34,20,14,0,15,Chittagong,6,Bayejid Bostami  ,Saiful Islam    
402,5,30,13,17,0,15,Chittagong,6,Bayejid Bostami  ,Abul Bashar Babul   
403,7,32,16,16,0,15,Chittagong,6,Bayejid Bostami  ,Khodeza Khatun    
404,63,257,109,148,0,15,Chittagong,6,Bayejid Bostami  ,Honufa Begum    
405,9,41,24,17,0,15,Chittagong,6,Bayejid Bostami  ,Nur Nahar    
406,6,21,10,11,0,15,Chittagong,6,Bayejid Bostami  ,Enginner Hafez    
407,10,38,22,16,0,15,Chittagong,6,Bayejid Bostami  ,Anam     
408,8,29,16,13,0,15,Chittagong,6,Bayejid Bostami  ,Akhtar Alom    
409,6,20,11,9,0,15,Chittagong,6,Bayejid Bostami  ,Abdul Motin    
410,9,29,9,20,0,15,Chittagong,6,Bayejid Bostami  ,Rustom Saheb    
411,12,35,15,20,0,15,Chittagong,6,Bayejid Bostami  ,Rafik Mia    
412,8,26,15,11,0,15,Chittagong,6,Bayejid Bostami  ,Raza Mia    
413,8,30,15,15,0,15,Chittagong,6,Bayejid Bostami  ,Elas Miah    
414,5,17,7,10,0,15,Chittagong,6,Bayejid Bostami  ,Nur Islam    
415,6,17,8,9,0,15,Chittagong,6,Bayejid Bostami  ,Dolfin Nasir    
416,7,29,13,16,0,15,Chittagong,6,Bayejid Bostami  ,Khorshed     
417,5,21,8,13,0,15,Chittagong,6,Bayejid Bostami  ,Monnan Mia    
418,6,15,7,8,0,15,Chittagong,6,Bayejid Bostami  ,Karim Mia/Anowar    
419,8,32,15,17,0,15,Chittagong,6,Bayejid Bostami  ,Khorshed     
420,5,19,9,10,0,15,Chittagong,6,Bayejid Bostami  ,Badal & Lalu Colony  
421,33,90,43,47,0,15,Chittagong,6,Bayejid Bostami  ,Tofael Master    
422,6,31,11,20,0,15,Chittagong,6,Bayejid Bostami  ,Khalek     
423,3,10,4,6,0,15,Chittagong,6,Bayejid Bostami  ,Sanaulla     
424,10,33,14,19,0,15,Chittagong,6,Bayejid Bostami  ,Rashid Colony    
425,10,23,9,14,0,15,Chittagong,6,Bayejid Bostami  ,Raja Altaf Colony   
426,15,46,30,16,0,15,Chittagong,6,Bayejid Bostami  ,Mazir Colony    
427,10,27,13,14,0,15,Chittagong,6,Bayejid Bostami  ,Nasir Colony    
428,49,138,57,81,0,15,Chittagong,6,Bayejid Bostami  ,Shahaneoaz     
429,10,32,19,13,0,15,Chittagong,6,Bayejid Bostami  ,Mohiuddin     
430,10,36,20,16,0,15,Chittagong,6,Bayejid Bostami  ,Alam Colony    
431,10,30,18,12,0,15,Chittagong,6,Bayejid Bostami  ,Abu Miazi    
432,8,22,12,10,0,15,Chittagong,6,Bayejid Bostami  ,Khorshed     
433,10,37,19,18,0,15,Chittagong,6,Bayejid Bostami  ,Rashid Colony    
434,96,346,181,165,0,15,Chittagong,6,Bayejid Bostami  ,Md. Ali    
435,2,4,2,2,0,15,Chittagong,6,Bayejid Bostami  ,Nargis Colony    
436,12,46,28,18,0,15,Chittagong,6,Bayejid Bostami  ,Farid Comr. Basti‐1   
437,42,148,70,78,0,15,Chittagong,6,Bayejid Bostami  ,Farid Comr. Basti‐2(Md.Nazim)   
438,10,33,11,22,0,15,Chittagong,6,Bayejid Bostami  ,Farid Comr. Basti‐3(Jane Alam)  
439,1,3,1,2,0,15,Chittagong,6,Bayejid Bostami  ,Yousuf Balir    
440,3,8,2,6,0,15,Chittagong,6,Bayejid Bostami  ,Asia Khatun    
441,8,20,8,12,0,15,Chittagong,6,Bayejid Bostami  ,Lokman     
442,10,38,21,17,0,15,Chittagong,6,Bayejid Bostami  ,Mamotaz     
443,6,20,7,13,0,15,Chittagong,6,Bayejid Bostami  ,Golam Mostafa    
444,1,4,3,1,0,15,Chittagong,6,Bayejid Bostami  ,Akbar Ali    
445,1,3,2,1,0,15,Chittagong,6,Bayejid Bostami  ,Faruk Ahammad    
446,2,7,3,4,0,15,Chittagong,6,Bayejid Bostami  ,Hazi Akhlas Mia   
447,1,4,2,2,0,15,Chittagong,6,Bayejid Bostami  ,Mahbub Colony    
448,86,356,172,184,0,15,Chittagong,6,Bayejid Bostami  ,Elias Basti‐1    
449,5,19,10,9,0,15,Chittagong,6,Bayejid Bostami  ,Elias Basti‐2    
450,6,23,14,9,0,15,Chittagong,6,Bayejid Bostami  ,Zahangir     
451,8,31,13,18,0,15,Chittagong,6,Bayejid Bostami  ,Tazul Islam    
452,6,24,13,11,0,15,Chittagong,6,Bayejid Bostami  ,Nizam Sawdagar    
453,6,19,9,10,0,15,Chittagong,6,Bayejid Bostami  ,Dubai Wala Colony   
454,4,14,7,7,0,15,Chittagong,6,Bayejid Bostami  ,Nur Driver    
455,10,32,16,16,0,15,Chittagong,6,Bayejid Bostami  ,Sheikh Mahiuddin    
456,20,80,60,20,0,15,Chittagong,6,Bayejid Bostami  ,Soleman Badsha    
457,11,35,21,14,0,15,Chittagong,6,Bayejid Bostami  ,S.M. Golam Mostafa   
458,8,20,9,9,2,15,Chittagong,6,Bayejid Bostami  ,Altaf Hossain    
459,10,35,19,16,0,15,Chittagong,6,Bayejid Bostami  ,Nuruddin Maula    
460,9,29,16,13,0,15,Chittagong,6,Bayejid Bostami  ,Sahar Mulluk    
461,6,24,9,14,1,15,Chittagong,6,Bayejid Bostami  ,Mukti Cox'S Bazar   
462,8,25,14,11,0,15,Chittagong,6,Bayejid Bostami  ,Babul Miah    
463,8,28,16,12,0,15,Chittagong,6,Bayejid Bostami  ,Ismail     
464,42,124,57,67,0,15,Chittagong,6,Bayejid Bostami  ,Pakir & Fakir   
465,9,43,24,19,0,15,Chittagong,6,Bayejid Bostami  ,Kabir Ahamad    
466,6,27,15,12,0,15,Chittagong,6,Bayejid Bostami  ,Khateza Begum    
467,29,100,51,49,0,15,Chittagong,6,Bayejid Bostami  ,Md. Ali Colony   
468,4,17,8,9,0,15,Chittagong,6,Bayejid Bostami  ,Hazi Morzel Colony‐1   
469,4,12,6,6,0,15,Chittagong,6,Bayejid Bostami  ,Hazi Morzel Colony‐2   
470,7,25,16,9,0,15,Chittagong,6,Bayejid Bostami  ,Mosaref Hossain    
471,8,22,8,14,0,15,Chittagong,6,Bayejid Bostami  ,Shah Alom Colony   
472,9,29,13,16,0,15,Chittagong,6,Bayejid Bostami  ,Abu Sawdagar    
473,7,24,14,10,0,15,Chittagong,6,Bayejid Bostami  ,Bazal Ahammad    
474,19,63,30,33,0,15,Chittagong,6,Bayejid Bostami  ,Ladu Miah Munshi   
475,16,52,29,23,0,15,Chittagong,6,Bayejid Bostami  ,Omar Mia    
476,7,18,9,9,0,15,Chittagong,6,Bayejid Bostami  ,Mabud Mia Nur Mia  
477,8,37,20,17,0,15,Chittagong,6,Bayejid Bostami  ,Shamsur Nahar    
478,16,56,26,30,0,15,Chittagong,6,Bayejid Bostami  ,Sultan Sikder    
479,10,33,15,18,0,15,Chittagong,6,Bayejid Bostami  ,Shah Amanat Colony   
480,44,128,63,65,0,15,Chittagong,6,Bayejid Bostami  ,Salma Natungong    
481,9,20,12,8,0,15,Chittagong,6,Bayejid Bostami  ,Bhandari Natun Colony   
482,17,47,32,15,0,15,Chittagong,6,Bayejid Bostami  ,Bhokhari     
483,108,437,229,208,0,15,Chittagong,6,Bayejid Bostami  ,Andho Colony    
484,67,228,115,113,0,15,Chittagong,6,Bayejid Bostami  ,Batchu Miah Colony   
485,70,238,133,105,0,15,Chittagong,6,Bayejid Bostami  ,Anwar /Akter    
486,67,305,174,131,0,15,Chittagong,6,Bayejid Bostami  ,Kashem/Taher/Afsar     
487,86,372,181,191,0,15,Chittagong,6,Bayejid Bostami  ,Harun/Fatema     
488,92,395,208,187,0,15,Chittagong,6,Bayejid Bostami  ,Nazrul Colony    
489,45,155,75,80,0,15,Chittagong,6,Bayejid Bostami  ,Dosa Mahmud    
490,43,183,95,88,0,15,Chittagong,6,Bayejid Bostami  ,Bokter     
491,8,21,10,11,0,15,Chittagong,6,Bayejid Bostami  ,Aziz Sowdagar    
492,37,159,86,73,0,15,Chittagong,6,Bayejid Bostami  ,Buttu Mia Colony   
493,75,300,156,144,0,15,Chittagong,6,Bayejid Bostami  ,Amran Colony    
494,35,108,60,48,0,15,Chittagong,6,Bayejid Bostami  ,Osman Colony    
495,41,175,89,86,0,15,Chittagong,6,Bayejid Bostami  ,Pasker Colony    
496,38,129,70,59,0,15,Chittagong,6,Bayejid Bostami  ,Munaf Colony    
497,25,92,51,41,0,15,Chittagong,6,Bayejid Bostami  ,Altaf Colony    
498,8,28,13,15,0,15,Chittagong,6,Bayejid Bostami  ,Faruque Colony    
499,8,24,13,11,0,15,Chittagong,6,Bayejid Bostami  ,Alom Colony    
500,8,24,16,8,0,15,Chittagong,6,Bayejid Bostami  ,Alter Colony    
501,1,2,1,1,0,15,Chittagong,6,Bayejid Bostami  ,Sabuddin Colony    
502,12,49,20,29,0,15,Chittagong,6,Bayejid Bostami  ,Nur Nabi Colony   
503,10,40,22,18,0,15,Chittagong,6,Bayejid Bostami  ,Salim Colony    
504,7,30,18,12,0,15,Chittagong,6,Bayejid Bostami  ,Nur Hossain Colony   
505,10,30,14,16,0,15,Chittagong,6,Bayejid Bostami  ,Parvez Colony    
506,10,28,18,10,0,15,Chittagong,6,Bayejid Bostami  ,Basir Colony    
507,8,27,13,14,0,15,Chittagong,6,Bayejid Bostami  ,Nasir Colony (Amir)   
508,9,26,10,16,0,15,Chittagong,6,Bayejid Bostami  ,Sufia Colony    
509,82,339,177,162,0,15,Chittagong,6,Bayejid Bostami  ,Siraj Colony    
510,1,3,2,1,0,15,Chittagong,6,Bayejid Bostami  ,Alim Colony    
511,11,32,14,18,0,15,Chittagong,6,Bayejid Bostami  ,Towhid Colony    
512,2,5,4,1,0,15,Chittagong,6,Bayejid Bostami  ,Alamgir Colony    
513,9,34,15,19,0,15,Chittagong,6,Bayejid Bostami  ,Zia Colony    
514,18,58,26,32,0,15,Chittagong,6,Bayejid Bostami  ,Mansur Colony(Zia)    
515,16,80,39,41,0,15,Chittagong,6,Bayejid Bostami  ,Batchu Mia    
516,11,26,18,8,0,15,Chittagong,6,Bayejid Bostami  ,Harun Mia    
517,20,57,25,32,0,15,Chittagong,6,Bayejid Bostami  ,Ishak     
518,20,61,33,28,0,15,Chittagong,6,Bayejid Bostami  ,Rohim     
519,20,87,42,45,0,15,Chittagong,6,Bayejid Bostami  ,Anowar     
520,32,124,61,63,0,15,Chittagong,6,Bayejid Bostami  ,Rashid     
521,99,392,191,201,0,15,Chittagong,6,Bayejid Bostami  ,Ashgar     
522,40,190,93,97,0,15,Chittagong,6,Bayejid Bostami  ,Anowar     
523,34,163,81,82,0,15,Chittagong,6,Bayejid Bostami  ,Akter     
524,18,73,38,35,0,15,Chittagong,6,Bayejid Bostami  ,Mofiz     
525,11,59,30,29,0,15,Chittagong,6,Bayejid Bostami  ,Kalam     
526,16,71,39,32,0,15,Chittagong,6,Bayejid Bostami  ,Jahan     
527,39,140,81,58,1,15,Chittagong,6,Bayejid Bostami  ,Kulsum     
528,15,56,29,27,0,15,Chittagong,6,Bayejid Bostami  ,Solaman     
529,28,104,48,56,0,15,Chittagong,6,Bayejid Bostami  ,Absar     
530,11,41,23,18,0,15,Chittagong,6,Bayejid Bostami  ,Abu Taher    
531,14,43,24,19,0,15,Chittagong,6,Bayejid Bostami  ,Delowar     
532,14,58,28,30,0,15,Chittagong,6,Bayejid Bostami  ,Jalal     
533,9,44,24,20,0,15,Chittagong,6,Bayejid Bostami  ,Kashem     
534,21,78,41,37,0,15,Chittagong,6,Bayejid Bostami  ,Dr. Fatema    
535,42,183,97,86,0,15,Chittagong,6,Bayejid Bostami  ,Shahjahan     
536,20,65,33,32,0,15,Chittagong,6,Bayejid Bostami  ,Lalu     
537,35,110,59,50,1,15,Chittagong,6,Bayejid Bostami  ,Forkan     
538,13,48,28,19,1,15,Chittagong,6,Bayejid Bostami  ,Arzo     
539,30,96,43,53,0,15,Chittagong,6,Bayejid Bostami  ,Jaker     
540,16,56,37,19,0,15,Chittagong,6,Bayejid Bostami  ,Akter     
541,11,36,17,19,0,15,Chittagong,6,Bayejid Bostami  ,Mannan     
542,20,65,34,31,0,15,Chittagong,6,Bayejid Bostami  ,Kulsum     
543,81,299,139,160,0,15,Chittagong,6,Bayejid Bostami  ,Kashim     
544,20,54,29,25,0,15,Chittagong,6,Bayejid Bostami  ,Jahangir     
545,20,70,37,33,0,15,Chittagong,6,Bayejid Bostami  ,Kabir     
546,55,183,96,87,0,15,Chittagong,6,Bayejid Bostami  ,Harun     
547,7,20,10,10,0,15,Chittagong,6,Bayejid Bostami  ,Nur Alam    
548,8,25,16,9,0,15,Chittagong,6,Bayejid Bostami  ,Farid     
549,20,60,36,24,0,15,Chittagong,6,Bayejid Bostami  ,Solaiman(Mono Nibash)    
550,45,129,63,66,0,15,Chittagong,6,Bayejid Bostami  ,Akter     
551,19,54,24,30,0,15,Chittagong,6,Bayejid Bostami  ,Anowar     
552,50,167,82,85,0,15,Chittagong,6,Bayejid Bostami  ,Air Md.    
553,10,35,17,18,0,15,Chittagong,6,Bayejid Bostami  ,Miar     
554,4,17,8,9,0,15,Chittagong,6,Bayejid Bostami  ,Shazahan     
555,13,44,22,22,0,15,Chittagong,6,Bayejid Bostami  ,Pora Coloney    
556,24,125,67,58,0,15,Chittagong,6,Bayejid Bostami  ,Boktier     
557,7,43,20,23,0,15,Chittagong,6,Bayejid Bostami  ,Aziz     
558,20,88,53,35,0,15,Chittagong,6,Bayejid Bostami  ,Delar     
559,15,59,29,30,0,15,Chittagong,6,Bayejid Bostami  ,Absar     
560,12,50,25,25,0,15,Chittagong,6,Bayejid Bostami  ,Nowsed     
561,12,35,19,16,0,15,Chittagong,6,Bayejid Bostami  ,Badsha     
562,13,51,21,30,0,15,Chittagong,6,Bayejid Bostami  ,Nor Nobi    
563,8,25,11,14,0,15,Chittagong,6,Bayejid Bostami  ,Rimon     
564,8,18,10,8,0,15,Chittagong,6,Bayejid Bostami  ,Hannan     
565,19,70,35,35,0,15,Chittagong,6,Bayejid Bostami  ,Azim     
566,12,43,20,23,0,15,Chittagong,6,Bayejid Bostami  ,Musa     
567,14,56,25,31,0,15,Chittagong,6,Bayejid Bostami  ,Tipu     
568,50,148,87,61,0,15,Chittagong,6,Bayejid Bostami  ,Nasir     
569,29,104,55,49,0,15,Chittagong,6,Bayejid Bostami  ,Ibrahim     
570,23,83,43,40,0,15,Chittagong,6,Bayejid Bostami  ,Bodi     
571,17,50,28,22,0,15,Chittagong,6,Bayejid Bostami  ,Sapa     
572,16,51,29,22,0,15,Chittagong,6,Bayejid Bostami  ,Rashid     
573,8,22,15,7,0,15,Chittagong,6,Bayejid Bostami  ,Hashim     
574,19,76,33,43,0,15,Chittagong,6,Bayejid Bostami  ,Liyakat     
575,45,152,69,83,0,15,Chittagong,6,Bayejid Bostami  ,Md. Ali    
576,16,56,27,29,0,15,Chittagong,6,Bayejid Bostami  ,Munia     
577,65,233,116,117,0,15,Chittagong,6,Bayejid Bostami  ,Nura Colony    
578,157,618,321,297,0,15,Chittagong,6,Bayejid Bostami  ,Samol Chaya Colony   
579,50,201,108,93,0,15,Chittagong,6,Bayejid Bostami  ,Rafiq Colony    
580,20,59,33,26,0,15,Chittagong,6,Bayejid Bostami  ,Habib Colony    
581,19,72,39,33,0,15,Chittagong,6,Bayejid Bostami  ,Ali Colony    
582,19,70,32,38,0,15,Chittagong,6,Bayejid Bostami  ,Usuf Shah Colony   
583,20,67,37,30,0,15,Chittagong,6,Bayejid Bostami  ,Alumgir Colony    
584,276,958,527,430,1,15,Chittagong,6,Bayejid Bostami  ,Beltola Colony    
585,18,77,35,42,0,15,Chittagong,6,Bayejid Bostami  ,Belal Colony    
586,10,38,22,16,0,15,Chittagong,6,Bayejid Bostami  ,Ramzan Colony    
587,20,83,45,38,0,15,Chittagong,6,Bayejid Bostami  ,Moskot Colony    
588,20,66,33,33,0,15,Chittagong,6,Bayejid Bostami  ,Abul Colony    
589,21,72,39,33,0,15,Chittagong,6,Bayejid Bostami  ,Hasan Mura Colony   
590,20,78,38,40,0,15,Chittagong,6,Bayejid Bostami  ,Vandary Colony    
591,18,73,41,32,0,15,Chittagong,6,Bayejid Bostami  ,Faruk Colony    
592,19,63,29,34,0,15,Chittagong,6,Bayejid Bostami  ,Harun Sowdagar Colony   
593,32,122,64,58,0,15,Chittagong,6,Bayejid Bostami  ,Rafiq Colony    
594,19,65,39,26,0,15,Chittagong,6,Bayejid Bostami  ,Atik Colony    
595,18,67,42,23,2,15,Chittagong,6,Bayejid Bostami  ,Faruk Colony    
596,16,61,30,31,0,15,Chittagong,6,Bayejid Bostami  ,Basar Colony    
597,20,76,47,29,0,15,Chittagong,6,Bayejid Bostami  ,Manik Colony    
598,46,159,77,82,0,15,Chittagong,6,Bayejid Bostami  ,Abul Hassain Colony   
599,20,78,46,32,0,15,Chittagong,6,Bayejid Bostami  ,Hasan Ali Colony   
600,16,63,31,32,0,15,Chittagong,6,Bayejid Bostami  ,Monsur Colony    
601,30,125,63,62,0,15,Chittagong,6,Bayejid Bostami  ,Kashi Colony    
602,10,38,31,7,0,15,Chittagong,6,Bayejid Bostami  ,Bokul Borua Colony   
603,18,73,43,30,0,15,Chittagong,6,Bayejid Bostami  ,Monaf Sowdagar Colony   
604,10,48,27,21,0,15,Chittagong,6,Bayejid Bostami  ,Hanif Colony    
605,36,156,81,73,2,15,Chittagong,6,Bayejid Bostami  ,Honufa Colony    
606,50,184,88,96,0,15,Chittagong,6,Bayejid Bostami  ,Parvin Colony    
607,10,40,18,22,0,15,Chittagong,6,Bayejid Bostami  ,American Colony    
608,8,29,16,13,0,15,Chittagong,6,Bayejid Bostami  ,Hashem Colony    
609,35,154,75,79,0,15,Chittagong,6,Bayejid Bostami  ,Mofiz Colony    
610,68,272,132,140,0,15,Chittagong,6,Bayejid Bostami  ,Babul Colony    
611,19,79,49,29,1,15,Chittagong,6,Bayejid Bostami  ,Amin Colony    
612,50,192,90,102,0,15,Chittagong,6,Bayejid Bostami  ,Zobeda Colony    
613,171,760,409,351,0,15,Chittagong,6,Bayejid Bostami  ,Mayer Ghona Colony   
614,908,3298,1706,1592,0,15,Chittagong,6,Bayejid Bostami  ,Mukti Jhodds Colony   
615,40,152,80,72,0,15,Chittagong,6,Bayejid Bostami  ,Rupashi Bug    
616,100,355,178,177,0,15,Chittagong,6,Bayejid Bostami  ,Kucha Para    
617,257,1000,506,494,0,15,Chittagong,6,Bayejid Bostami  ,Basti Nagar    
618,599,2186,1150,1035,1,15,Chittagong,6,Bayejid Bostami  ,Islam Pur    
619,2382,8209,4251,3953,5,15,Chittagong,6,Bayejid Bostami  ,Arafin Nagar    
620,245,750,420,330,0,15,Chittagong,6,Bayejid Bostami  ,Rup Nagar    
621,240,913,488,425,0,15,Chittagong,6,Bayejid Bostami  ,Dreem Land    
622,749,2880,1530,1348,2,15,Chittagong,6,Bayejid Bostami  ,Arshad Nagar    
623,84,309,147,162,0,15,Chittagong,6,Bayejid Bostami  ,Jaber Colony    
624,249,1043,484,559,0,15,Chittagong,6,Bayejid Bostami  ,Segun Bagan Colony   
625,85,343,186,157,0,15,Chittagong,6,Bayejid Bostami  ,Mofiz Colony    
626,712,2820,1461,1359,0,15,Chittagong,6,Bayejid Bostami  ,Mahmadul/Badal/Mizan Colony    
627,81,340,214,126,0,15,Chittagong,6,Bayejid Bostami  ,Hasan Saheb Kathal Bagan  
628,163,531,267,264,0,15,Chittagong,6,Bayejid Bostami  ,Humayun Chaher Colony   
629,266,1071,544,527,0,15,Chittagong,6,Bayejid Bostami  ,Khalek Colony(Bank Colony)   
630,172,559,283,276,0,15,Chittagong,6,Bayejid Bostami  ,Babul Colony(Bank Colony)   
631,83,354,171,183,0,15,Chittagong,6,Bayejid Bostami  ,Mazistart Colony(Bank Colony)   
632,619,2325,1116,1209,0,15,Chittagong,6,Bayejid Bostami  ,Barma Colony    
633,382,1364,677,686,1,15,Chittagong,6,Bayejid Bostami  ,C & B/S.Barma Colony  
634,20,77,38,39,0,15,Chittagong,6,Bayejid Bostami  ,Hadi Colony    
635,19,65,30,35,0,15,Chittagong,6,Bayejid Bostami  ,Bazal Colony    
